,SOURCE_ID,WAVE_ID,YEAR,MONTH,DAY,DISTANCE_FROM_SOURCE,TRAVEL_TIME_HOURS,MEASUREMENT_TYPE,MAXIMUM_HEIGHT
21995,5413,21373,2011,3.0,11.0,133.0,4.0,4.0,3.2
22005,5413,20803,2011,3.0,11.0,117.0,4.0,5.0,1.08
22006,5413,20804,2011,3.0,11.0,134.0,4.0,5.0,1.1
22007,5413,20805,2011,3.0,11.0,99.0,4.0,5.0,1.18
22008,5413,20806,2011,3.0,11.0,136.0,4.0,5.0,1.26
22009,5413,20807,2011,3.0,11.0,135.0,4.0,5.0,1.3
22010,5413,20808,2011,3.0,11.0,128.0,4.0,5.0,1.34
22011,5413,20809,2011,3.0,11.0,134.0,4.0,5.0,1.46
22012,5413,20810,2011,3.0,11.0,105.0,4.0,5.0,1.52
22013,5413,20811,2011,3.0,11.0,127.0,4.0,5.0,1.55
22014,5413,20812,2011,3.0,11.0,135.0,4.0,5.0,1.61
22015,5413,20813,2011,3.0,11.0,134.0,4.0,5.0,1.66
22016,5413,20814,2011,3.0,11.0,481.0,4.0,5.0,1.69
22017,5413,20815,2011,3.0,11.0,135.0,4.0,5.0,1.77
22018,5413,20816,2011,3.0,11.0,106.0,4.0,5.0,1.82
22020,5413,20818,2011,3.0,11.0,480.0,4.0,5.0,1.91
22021,5413,20819,2011,3.0,11.0,129.0,4.0,5.0,1.92
22022,5413,20820,2011,3.0,11.0,493.0,4.0,5.0,1.95
22025,5413,23246,2011,3.0,11.0,89.0,4.0,4.0,5.92
22026,5413,23247,2011,3.0,11.0,126.0,4.0,4.0,5.96
22027,5413,23248,2011,3.0,11.0,96.0,4.0,4.0,5.98
22031,5413,23252,2011,3.0,11.0,422.0,4.0,4.0,0.23
22032,5413,23253,2011,3.0,11.0,247.0,4.0,5.0,3.5
22033,5413,23254,2011,3.0,11.0,247.0,4.0,5.0,5.9
22036,5413,23257,2011,3.0,11.0,247.0,4.0,4.0,6.3
22037,5413,23258,2011,3.0,11.0,96.0,4.0,4.0,0.46
22038,5413,23259,2011,3.0,11.0,97.0,4.0,4.0,0.67
22039,5413,23260,2011,3.0,11.0,94.0,4.0,4.0,0.82
22040,5413,23261,2011,3.0,11.0,97.0,4.0,4.0,0.91
22041,5413,23262,2011,3.0,11.0,97.0,4.0,4.0,0.93
22042,5413,23263,2011,3.0,11.0,93.0,4.0,4.0,0.95
22043,5413,23264,2011,3.0,11.0,95.0,4.0,4.0,1.11
22044,5413,23265,2011,3.0,11.0,96.0,4.0,4.0,1.16
22045,5413,23266,2011,3.0,11.0,93.0,4.0,4.0,1.17
22046,5413,23267,2011,3.0,11.0,96.0,4.0,4.0,1.18
22047,5413,23268,2011,3.0,11.0,93.0,4.0,4.0,1.33
22053,5413,22301,2011,3.0,11.0,121.0,4.0,5.0,3.3
22054,5413,22302,2011,3.0,11.0,97.0,4.0,5.0,3.31
22056,5413,22304,2011,3.0,11.0,285.0,4.0,5.0,3.43
22057,5413,22305,2011,3.0,11.0,97.0,4.0,5.0,3.46
22058,5413,22306,2011,3.0,11.0,97.0,4.0,5.0,3.46
22059,5413,22307,2011,3.0,11.0,121.0,4.0,5.0,3.48
22060,5413,22308,2011,3.0,11.0,464.0,4.0,5.0,3.52
22061,5413,22819,2011,3.0,11.0,89.0,4.0,4.0,5.61
22062,5413,22820,2011,3.0,11.0,80.0,4.0,4.0,5.82
22063,5413,22821,2011,3.0,11.0,96.0,4.0,4.0,5.82
22064,5413,22822,2011,3.0,11.0,206.0,4.0,4.0,6.23
22065,5413,22823,2011,3.0,11.0,81.0,4.0,4.0,6.34
22070,5413,23865,2011,3.0,11.0,268.0,4.0,4.0,3.83
22072,5413,23867,2011,3.0,11.0,127.0,4.0,4.0,4.5
22074,5413,23869,2011,3.0,11.0,127.0,4.0,4.0,5.2
22075,5413,23870,2011,3.0,11.0,126.0,4.0,4.0,2.69
22076,5413,23871,2011,3.0,11.0,421.0,4.0,4.0,5.07
22078,5413,23873,2011,3.0,11.0,134.0,4.0,4.0,5.57
22079,5413,23874,2011,3.0,11.0,120.0,4.0,4.0,6.04
22080,5413,23875,2011,3.0,11.0,305.0,4.0,4.0,5.64
22081,5413,23876,2011,3.0,11.0,120.0,4.0,4.0,6.06
22082,5413,23877,2011,3.0,11.0,90.0,4.0,5.0,1.91
22085,5413,23880,2011,3.0,11.0,411.0,4.0,5.0,2.82
22086,5413,22153,2011,3.0,11.0,103.0,4.0,5.0,2.37
22087,5413,22154,2011,3.0,11.0,137.0,4.0,5.0,2.37
22093,5413,22297,2011,3.0,11.0,430.0,4.0,5.0,3.09
22094,5413,22298,2011,3.0,11.0,468.0,4.0,5.0,3.1
22095,5413,22299,2011,3.0,11.0,430.0,4.0,5.0,3.16
22096,5413,22300,2011,3.0,11.0,464.0,4.0,5.0,3.26
22097,5413,21910,2011,3.0,11.0,211.0,4.0,4.0,5.94
22098,5413,21911,2011,3.0,11.0,97.0,4.0,4.0,5.96
22099,5413,21912,2011,3.0,11.0,129.0,4.0,4.0,2.79
22100,5413,21913,2011,3.0,11.0,132.0,4.0,4.0,2.79
22101,5413,21914,2011,3.0,11.0,122.0,4.0,4.0,2.8
22102,5413,21915,2011,3.0,11.0,474.0,4.0,4.0,2.81
22103,5413,21916,2011,3.0,11.0,101.0,4.0,4.0,2.82
22104,5413,21917,2011,3.0,11.0,116.0,4.0,4.0,2.82
22105,5413,21918,2011,3.0,11.0,115.0,4.0,4.0,2.82
22106,5413,21919,2011,3.0,11.0,104.0,4.0,4.0,2.83
22125,5413,21354,2011,3.0,11.0,126.0,4.0,4.0,3.01
22126,5413,21355,2011,3.0,11.0,125.0,4.0,4.0,3.03
22127,5413,21356,2011,3.0,11.0,125.0,4.0,4.0,3.04
22128,5413,21357,2011,3.0,11.0,125.0,4.0,4.0,3.05
22129,5413,21358,2011,3.0,11.0,117.0,4.0,4.0,3.06
22130,5413,21359,2011,3.0,11.0,108.0,4.0,4.0,3.06
22131,5413,21360,2011,3.0,11.0,268.0,4.0,4.0,3.08
22132,5413,21901,2011,3.0,11.0,154.0,4.0,4.0,5.88
22133,5413,21902,2011,3.0,11.0,118.0,4.0,4.0,5.89
22134,5413,21903,2011,3.0,11.0,211.0,4.0,4.0,5.89
22135,5413,21904,2011,3.0,11.0,179.0,4.0,4.0,5.91
22136,5413,21905,2011,3.0,11.0,134.0,4.0,4.0,5.91
22137,5413,21906,2011,3.0,11.0,90.0,4.0,4.0,5.91
22138,5413,21907,2011,3.0,11.0,176.0,4.0,4.0,5.92
22139,5413,21908,2011,3.0,11.0,122.0,4.0,4.0,5.94
22140,5413,21909,2011,3.0,11.0,189.0,4.0,4.0,5.94
22141,5413,22799,2011,3.0,11.0,405.0,4.0,4.0,1.21
22148,5413,21217,2011,3.0,11.0,125.0,4.0,4.0,2.77
22149,5413,21218,2011,3.0,11.0,128.0,4.0,4.0,2.78
22150,5413,21219,2011,3.0,11.0,115.0,4.0,4.0,2.79
22151,5413,21220,2011,3.0,11.0,104.0,4.0,4.0,2.79
22152,5413,21221,2011,3.0,11.0,258.0,4.0,4.0,2.8
22153,5413,21222,2011,3.0,11.0,115.0,4.0,4.0,2.81
22154,5413,21223,2011,3.0,11.0,123.0,4.0,4.0,2.82
22155,5413,21224,2011,3.0,11.0,154.0,4.0,4.0,2.84
22156,5413,21225,2011,3.0,11.0,101.0,4.0,4.0,2.85
22157,5413,21226,2011,3.0,11.0,121.0,4.0,4.0,2.85
22158,5413,21227,2011,3.0,11.0,351.0,4.0,4.0,2.88
22159,5413,21228,2011,3.0,11.0,451.0,4.0,4.0,2.88
22160,5413,21229,2011,3.0,11.0,482.0,4.0,4.0,2.89
22161,5413,21230,2011,3.0,11.0,134.0,4.0,4.0,2.89
22162,5413,21231,2011,3.0,11.0,127.0,4.0,4.0,2.9
22163,5413,21232,2011,3.0,11.0,133.0,4.0,4.0,2.9
22164,5413,21233,2011,3.0,11.0,88.0,4.0,4.0,2.92
22166,5413,21235,2011,3.0,11.0,467.0,4.0,4.0,2.93
22167,5413,21236,2011,3.0,11.0,104.0,4.0,4.0,2.93
22169,5413,22259,2011,3.0,11.0,106.0,4.0,4.0,2.37
22170,5413,22260,2011,3.0,11.0,218.0,4.0,5.0,6.49
22171,5413,22801,2011,3.0,11.0,90.0,4.0,4.0,1.28
22172,5413,22802,2011,3.0,11.0,130.0,4.0,4.0,1.34
22174,5413,22804,2011,3.0,11.0,88.0,4.0,4.0,1.73
22175,5413,22805,2011,3.0,11.0,87.0,4.0,4.0,1.84
22176,5413,22806,2011,3.0,11.0,84.0,4.0,4.0,1.97
22177,5413,22807,2011,3.0,11.0,129.0,4.0,4.0,2.4
22178,5413,22808,2011,3.0,11.0,228.0,4.0,4.0,2.59
22179,5413,22809,2011,3.0,11.0,91.0,4.0,4.0,2.91
22180,5413,22810,2011,3.0,11.0,132.0,4.0,4.0,2.92
22181,5413,22811,2011,3.0,11.0,228.0,4.0,4.0,3.36
22182,5413,22812,2011,3.0,11.0,79.0,4.0,4.0,3.6
22183,5413,22813,2011,3.0,11.0,233.0,4.0,4.0,3.9
22184,5413,22814,2011,3.0,11.0,129.0,4.0,4.0,4.0
22185,5413,22815,2011,3.0,11.0,263.0,4.0,4.0,4.43
22186,5413,22816,2011,3.0,11.0,80.0,4.0,4.0,5.11
22187,5413,22817,2011,3.0,11.0,264.0,4.0,4.0,5.17
22188,5413,22818,2011,3.0,11.0,217.0,4.0,4.0,5.44
22189,5413,22258,2011,3.0,11.0,101.0,4.0,4.0,2.41
22213,5413,23736,2011,3.0,11.0,133.0,4.0,4.0,3.92
22214,5413,24277,2011,3.0,11.0,234.0,4.0,5.0,4.86
22215,5413,24278,2011,3.0,11.0,198.0,4.0,5.0,5.68
22216,5413,24279,2011,3.0,11.0,216.0,4.0,5.0,5.69
22217,5413,24280,2011,3.0,11.0,233.0,4.0,5.0,5.9
22218,5413,24281,2011,3.0,11.0,106.0,4.0,5.0,6.0
22219,5413,24282,2011,3.0,11.0,106.0,4.0,5.0,6.4
22220,5413,24283,2011,3.0,11.0,218.0,4.0,5.0,6.5
22221,5413,24284,2011,3.0,11.0,135.0,4.0,5.0,6.53
22222,5413,24285,2011,3.0,11.0,129.0,4.0,4.0,5.78
22233,5413,23856,2011,3.0,11.0,89.0,4.0,5.0,0.93
22235,5413,23858,2011,3.0,11.0,259.0,4.0,4.0,0.7
22238,5413,23861,2011,3.0,11.0,94.0,4.0,4.0,1.51
22245,5413,21346,2011,3.0,11.0,87.0,4.0,4.0,2.14
22246,5413,21347,2011,3.0,11.0,135.0,4.0,4.0,2.14
22247,5413,21348,2011,3.0,11.0,119.0,4.0,4.0,2.14
22248,5413,21349,2011,3.0,11.0,130.0,4.0,4.0,2.15
22249,5413,21350,2011,3.0,11.0,111.0,4.0,4.0,2.16
22250,5413,21351,2011,3.0,11.0,98.0,4.0,4.0,2.95
22251,5413,21352,2011,3.0,11.0,122.0,4.0,4.0,2.96
22252,5413,21353,2011,3.0,11.0,266.0,4.0,4.0,3.0
22254,5413,23733,2011,3.0,11.0,120.0,4.0,4.0,3.6
22257,5413,22332,2011,3.0,11.0,269.0,4.0,5.0,3.9
22292,5413,22778,2011,3.0,11.0,97.0,4.0,4.0,4.53
22293,5413,22779,2011,3.0,11.0,97.0,4.0,4.0,4.55
22295,5413,22781,2011,3.0,11.0,124.0,4.0,5.0,1.94
22296,5413,22782,2011,3.0,11.0,124.0,4.0,5.0,2.01
22297,5413,22783,2011,3.0,11.0,124.0,4.0,5.0,2.06
22298,5413,22784,2011,3.0,11.0,125.0,4.0,5.0,2.22
22299,5413,22785,2011,3.0,11.0,125.0,4.0,5.0,2.25
22300,5413,22786,2011,3.0,11.0,125.0,4.0,5.0,2.36
22301,5413,22787,2011,3.0,11.0,125.0,4.0,5.0,2.38
22307,5413,22793,2011,3.0,11.0,128.0,4.0,4.0,2.83
22308,5413,22794,2011,3.0,11.0,119.0,4.0,4.0,6.5
22309,5413,22795,2011,3.0,11.0,99.0,4.0,4.0,0.44
22310,5413,22796,2011,3.0,11.0,89.0,4.0,4.0,0.7
22311,5413,22797,2011,3.0,11.0,418.0,4.0,4.0,1.15
22312,5413,22798,2011,3.0,11.0,427.0,4.0,4.0,1.16
22313,5413,22254,2011,3.0,11.0,131.0,4.0,4.0,1.17
22314,5413,22255,2011,3.0,11.0,83.0,4.0,5.0,0.0
22316,5413,22257,2011,3.0,11.0,118.0,4.0,4.0,0.7
22353,5413,22250,2011,3.0,11.0,154.0,4.0,4.0,4.33
22356,5413,22253,2011,3.0,11.0,117.0,4.0,4.0,0.49
22357,5413,21883,2011,3.0,11.0,99.0,4.0,4.0,5.65
22358,5413,21884,2011,3.0,11.0,106.0,4.0,4.0,5.65
22359,5413,21885,2011,3.0,11.0,247.0,4.0,4.0,5.66
22360,5413,21886,2011,3.0,11.0,97.0,4.0,4.0,5.67
22369,5413,23720,2011,3.0,11.0,176.0,4.0,4.0,5.69
22370,5413,23721,2011,3.0,11.0,176.0,4.0,4.0,5.89
22378,5413,23729,2011,3.0,11.0,103.0,4.0,4.0,3.36
22380,5413,23731,2011,3.0,11.0,97.0,4.0,4.0,4.69
22381,5413,21323,2011,3.0,11.0,130.0,4.0,4.0,2.01
22382,5413,21324,2011,3.0,11.0,100.0,4.0,4.0,2.02
22393,5413,21875,2011,3.0,11.0,97.0,4.0,4.0,5.59
22394,5413,21876,2011,3.0,11.0,124.0,4.0,4.0,5.6
22395,5413,21877,2011,3.0,11.0,96.0,4.0,4.0,5.62
22396,5413,21878,2011,3.0,11.0,97.0,4.0,4.0,5.63
22397,5413,21879,2011,3.0,11.0,91.0,4.0,4.0,5.63
22398,5413,21880,2011,3.0,11.0,283.0,4.0,4.0,5.63
22399,5413,21881,2011,3.0,11.0,175.0,4.0,4.0,5.63
22400,5413,21882,2011,3.0,11.0,133.0,4.0,4.0,5.64
22426,5413,22329,2011,3.0,11.0,269.0,4.0,5.0,3.2
22445,5413,20790,2011,3.0,11.0,91.0,4.0,5.0,0.0
22446,5413,20791,2011,3.0,11.0,83.0,4.0,5.0,0.0
22447,5413,20792,2011,3.0,11.0,83.0,4.0,5.0,0.0
22448,5413,20793,2011,3.0,11.0,81.0,4.0,5.0,0.0
22449,5413,20794,2011,3.0,11.0,111.0,4.0,5.0,0.08
22450,5413,20795,2011,3.0,11.0,97.0,4.0,5.0,0.18
22451,5413,20796,2011,3.0,11.0,96.0,4.0,5.0,0.38
22452,5413,20797,2011,3.0,11.0,96.0,4.0,5.0,0.48
22453,5413,20798,2011,3.0,11.0,107.0,4.0,5.0,0.73
22454,5413,20799,2011,3.0,11.0,89.0,4.0,5.0,0.85
22455,5413,20800,2011,3.0,11.0,463.0,4.0,5.0,0.99
22456,5413,20801,2011,3.0,11.0,127.0,4.0,5.0,1.04
22457,5413,20802,2011,3.0,11.0,100.0,4.0,5.0,1.06
22474,5413,22099,2011,3.0,11.0,257.0,4.0,5.0,5.9
22477,5413,22102,2011,3.0,11.0,95.0,4.0,4.0,4.52
22488,5413,22113,2011,3.0,11.0,96.0,4.0,5.0,0.0
22490,5413,22115,2011,3.0,11.0,114.0,4.0,5.0,1.08
22501,5413,21315,2011,3.0,11.0,265.0,4.0,4.0,1.9
22502,5413,21316,2011,3.0,11.0,258.0,4.0,4.0,1.9
22503,5413,21317,2011,3.0,11.0,131.0,4.0,4.0,1.91
22504,5413,21318,2011,3.0,11.0,134.0,4.0,4.0,1.92
22505,5413,21319,2011,3.0,11.0,110.0,4.0,4.0,1.95
22506,5413,21320,2011,3.0,11.0,130.0,4.0,4.0,1.97
22507,5413,21321,2011,3.0,11.0,96.0,4.0,4.0,1.99
22508,5413,21322,2011,3.0,11.0,134.0,4.0,4.0,2.0
22509,5413,22090,2011,3.0,11.0,128.0,4.0,4.0,3.12
22510,5413,22091,2011,3.0,11.0,121.0,4.0,4.0,3.13
22511,5413,22092,2011,3.0,11.0,324.0,4.0,4.0,3.13
22512,5413,22093,2011,3.0,11.0,132.0,4.0,4.0,3.13
22513,5413,22094,2011,3.0,11.0,324.0,4.0,4.0,3.14
22517,5413,23419,2011,3.0,11.0,93.0,4.0,4.0,3.02
22518,5413,23420,2011,3.0,11.0,106.0,4.0,4.0,3.13
22519,5413,23421,2011,3.0,11.0,95.0,4.0,4.0,3.5
22520,5413,23422,2011,3.0,11.0,133.0,4.0,4.0,3.53
22521,5413,23423,2011,3.0,11.0,118.0,4.0,4.0,3.56
22522,5413,23424,2011,3.0,11.0,96.0,4.0,4.0,3.72
22523,5413,23425,2011,3.0,11.0,132.0,4.0,4.0,3.76
22524,5413,23426,2011,3.0,11.0,93.0,4.0,4.0,3.77
22525,5413,23427,2011,3.0,11.0,95.0,4.0,4.0,3.85
22526,5413,23428,2011,3.0,11.0,451.0,4.0,4.0,3.86
22527,5413,23429,2011,3.0,11.0,131.0,4.0,4.0,3.95
22528,5413,23430,2011,3.0,11.0,104.0,4.0,4.0,3.95
22529,5413,23431,2011,3.0,11.0,132.0,4.0,4.0,4.12
22530,5413,23432,2011,3.0,11.0,129.0,4.0,4.0,4.22
22531,5413,23433,2011,3.0,11.0,105.0,4.0,4.0,4.25
22532,5413,23434,2011,3.0,11.0,105.0,4.0,4.0,4.41
22533,5413,23435,2011,3.0,11.0,93.0,4.0,4.0,4.54
22534,5413,23436,2011,3.0,11.0,258.0,4.0,4.0,4.68
22535,5413,23437,2011,3.0,11.0,131.0,4.0,4.0,4.8
22542,5413,21312,2011,3.0,11.0,293.0,4.0,4.0,3.12
22543,5413,21313,2011,3.0,11.0,150.0,4.0,4.0,4.62
22544,5413,21314,2011,3.0,11.0,111.0,4.0,4.0,1.89
22580,5413,24009,2011,3.0,11.0,126.0,4.0,4.0,4.43
22583,5413,24012,2011,3.0,11.0,95.0,4.0,4.0,6.26
22586,5413,24015,2011,3.0,11.0,96.0,4.0,4.0,5.02
22589,5413,21335,2011,3.0,11.0,411.0,4.0,4.0,2.09
22590,5413,21336,2011,3.0,11.0,454.0,4.0,4.0,2.1
22591,5413,21337,2011,3.0,11.0,488.0,4.0,4.0,2.1
22593,5413,21339,2011,3.0,11.0,258.0,4.0,4.0,2.1
22594,5413,21340,2011,3.0,11.0,117.0,4.0,4.0,2.11
22595,5413,21341,2011,3.0,11.0,129.0,4.0,4.0,2.11
22596,5413,21342,2011,3.0,11.0,125.0,4.0,4.0,2.12
22597,5413,21343,2011,3.0,11.0,473.0,4.0,4.0,2.13
22617,5413,21971,2011,3.0,11.0,248.0,4.0,4.0,5.91
22618,5413,21972,2011,3.0,11.0,136.0,4.0,4.0,5.95
22634,5413,22087,2011,3.0,11.0,98.0,4.0,4.0,3.1
22635,5413,22088,2011,3.0,11.0,107.0,4.0,4.0,3.11
22636,5413,22089,2011,3.0,11.0,124.0,4.0,4.0,3.11
22649,5413,19449,2011,3.0,11.0,400.0,4.0,4.0,2.2
22650,5413,19353,2011,3.0,11.0,200.0,0.0,2.0,2.3
22661,5413,19441,2011,3.0,11.0,248.0,4.0,4.0,5.75
22662,5413,19442,2011,3.0,11.0,255.0,4.0,4.0,3.5
22663,5413,19443,2011,3.0,11.0,300.0,4.0,4.0,5.45
22664,5413,19444,2011,3.0,11.0,319.0,4.0,4.0,5.3
22666,5413,19446,2011,3.0,11.0,352.0,4.0,4.0,2.2
22667,5413,19447,2011,3.0,11.0,255.0,4.0,4.0,4.2
22668,5413,19448,2011,3.0,11.0,390.0,4.0,4.0,2.5
22669,5413,19326,2011,3.0,11.0,325.0,4.0,1.0,2.3
22670,5413,19327,2011,3.0,11.0,334.0,4.0,1.0,2.3
22712,5413,24782,2011,3.0,11.0,88.0,4.0,4.0,3.77
22715,5413,24785,2011,3.0,11.0,130.0,4.0,4.0,6.58
22719,5413,24789,2011,3.0,11.0,120.0,4.0,4.0,3.94
22720,5413,24790,2011,3.0,11.0,127.0,4.0,4.0,4.02
22728,5413,24798,2011,3.0,11.0,91.0,4.0,4.0,4.11
22729,5413,24799,2011,3.0,11.0,121.0,4.0,4.0,4.24
22730,5413,19450,2011,3.0,11.0,405.0,4.0,4.0,2.0
22731,5413,19451,2011,3.0,11.0,441.0,4.0,4.0,2.6
22732,5413,19452,2011,3.0,11.0,440.0,4.0,4.0,2.0
22738,5413,24646,2011,3.0,11.0,107.0,4.0,5.0,1.02
22741,5413,24649,2011,3.0,11.0,125.0,4.0,5.0,1.85
22744,5413,24652,2011,3.0,11.0,261.0,4.0,4.0,0.8
22745,5413,24653,2011,3.0,11.0,267.0,4.0,5.0,3.2
22748,5413,24656,2011,3.0,11.0,287.0,4.0,5.0,6.5
22749,5413,24657,2011,3.0,11.0,258.0,4.0,4.0,6.5
22750,5413,24658,2011,3.0,11.0,259.0,4.0,4.0,4.84
22764,5413,19534,2011,3.0,11.0,300.0,4.0,4.0,5.7
22767,5413,24641,2011,3.0,11.0,125.0,4.0,4.0,3.49
22770,5413,24809,2011,3.0,11.0,133.0,4.0,4.0,0.92
22771,5413,24810,2011,3.0,11.0,83.0,4.0,5.0,0.0
22772,5413,24811,2011,3.0,11.0,117.0,4.0,5.0,1.28
22773,5413,24812,2011,3.0,11.0,134.0,4.0,4.0,0.71
22774,5413,24813,2011,3.0,11.0,89.0,4.0,4.0,1.15
22775,5413,24814,2011,3.0,11.0,120.0,4.0,4.0,1.5
22776,5413,24815,2011,3.0,11.0,134.0,4.0,4.0,1.96
22777,5413,24816,2011,3.0,11.0,103.0,4.0,5.0,2.28
22778,5413,24817,2011,3.0,11.0,89.0,4.0,5.0,4.48
22786,5413,24803,2011,3.0,11.0,102.0,4.0,5.0,2.2
22787,5413,24804,2011,3.0,11.0,133.0,4.0,4.0,6.57
22788,5413,24805,2011,3.0,11.0,112.0,4.0,4.0,4.48
22789,5413,24806,2011,3.0,11.0,121.0,4.0,4.0,4.6
22791,5413,24808,2011,3.0,11.0,126.0,4.0,4.0,3.46
22875,5413,31052,2011,3.0,11.0,255.0,4.0,1.0,2.3
23119,5413,22282,2011,3.0,11.0,258.0,4.0,5.0,4.5
23120,5413,22283,2011,3.0,11.0,121.0,4.0,5.0,2.61
23121,5413,22284,2011,3.0,11.0,486.0,4.0,5.0,2.67
23122,5413,22285,2011,3.0,11.0,97.0,4.0,5.0,2.67
23123,5413,22286,2011,3.0,11.0,132.0,4.0,5.0,2.77
23124,5413,22287,2011,3.0,11.0,93.0,4.0,5.0,2.78
23125,5413,22288,2011,3.0,11.0,124.0,4.0,5.0,2.82
23126,5413,22289,2011,3.0,11.0,182.0,4.0,5.0,2.85
23127,5413,22290,2011,3.0,11.0,117.0,4.0,5.0,2.88
23128,5413,22291,2011,3.0,11.0,464.0,4.0,5.0,2.92
23129,5413,22292,2011,3.0,11.0,97.0,4.0,5.0,3.01
23130,5413,20161,2011,3.0,11.0,236.0,4.0,4.0,3.7
23131,5413,20162,2011,3.0,11.0,119.0,4.0,4.0,3.7
23132,5413,20163,2011,3.0,11.0,117.0,4.0,4.0,3.7
23133,5413,20164,2011,3.0,11.0,134.0,4.0,4.0,3.71
23134,5413,20165,2011,3.0,11.0,117.0,4.0,4.0,3.72
23135,5413,20166,2011,3.0,11.0,130.0,4.0,4.0,3.73
23136,5413,20167,2011,3.0,11.0,94.0,4.0,4.0,3.74
23141,5413,22716,2011,3.0,11.0,88.0,4.0,4.0,1.38
23145,5413,22720,2011,3.0,11.0,126.0,4.0,4.0,2.11
23148,5413,22723,2011,3.0,11.0,134.0,4.0,4.0,3.46
23152,5413,22727,2011,3.0,11.0,100.0,4.0,4.0,5.5
23153,5413,22728,2011,3.0,11.0,375.0,4.0,4.0,1.34
23154,5413,23269,2011,3.0,11.0,96.0,4.0,4.0,1.42
23155,5413,23270,2011,3.0,11.0,94.0,4.0,4.0,1.45
23156,5413,23271,2011,3.0,11.0,95.0,4.0,4.0,1.49
23157,5413,22293,2011,3.0,11.0,448.0,4.0,5.0,3.02
23158,5413,22294,2011,3.0,11.0,118.0,4.0,5.0,3.02
23159,5413,22295,2011,3.0,11.0,411.0,4.0,5.0,3.02
23160,5413,22296,2011,3.0,11.0,426.0,4.0,5.0,3.09
23191,5413,22272,2011,3.0,11.0,111.0,4.0,4.0,2.67
23192,5413,22273,2011,3.0,11.0,77.0,4.0,4.0,5.02
23194,5413,22275,2011,3.0,11.0,261.0,4.0,4.0,5.58
23195,5413,22276,2011,3.0,11.0,136.0,4.0,4.0,5.9
23196,5413,22277,2011,3.0,11.0,432.0,4.0,4.0,2.69
23197,5413,22278,2011,3.0,11.0,103.0,4.0,5.0,1.92
23201,5413,22266,2011,3.0,11.0,259.0,4.0,4.0,4.64
23202,5413,22267,2011,3.0,11.0,103.0,4.0,4.0,3.76
23203,5413,22268,2011,3.0,11.0,87.0,4.0,4.0,4.93
23204,5413,22269,2011,3.0,11.0,108.0,4.0,4.0,4.37
23206,5413,22271,2011,3.0,11.0,97.0,4.0,4.0,5.2
23216,5413,22696,2011,3.0,11.0,87.0,4.0,4.0,2.75
23217,5413,22697,2011,3.0,11.0,100.0,4.0,4.0,5.25
23218,5413,22698,2011,3.0,11.0,94.0,4.0,4.0,5.79
23219,5413,22699,2011,3.0,11.0,126.0,4.0,4.0,2.87
23220,5413,22700,2011,3.0,11.0,151.0,4.0,4.0,6.28
23222,5413,22702,2011,3.0,11.0,95.0,4.0,4.0,6.3
23223,5413,22703,2011,3.0,11.0,121.0,4.0,4.0,4.08
23226,5413,22706,2011,3.0,11.0,133.0,4.0,4.0,6.05
23227,5413,22707,2011,3.0,11.0,117.0,4.0,5.0,3.77
23229,5413,22709,2011,3.0,11.0,441.0,4.0,4.0,0.0
23230,5413,22710,2011,3.0,11.0,481.0,4.0,4.0,2.14
23231,5413,22711,2011,3.0,11.0,418.0,4.0,5.0,4.32
23232,5413,22712,2011,3.0,11.0,241.0,4.0,4.0,6.28
23233,5413,22713,2011,3.0,11.0,430.0,4.0,4.0,0.77
23234,5413,22714,2011,3.0,11.0,99.0,4.0,5.0,6.09
23250,5413,21307,2011,3.0,11.0,101.0,4.0,4.0,1.25
23252,5413,22144,2011,3.0,11.0,464.0,4.0,5.0,2.17
23253,5413,22145,2011,3.0,11.0,130.0,4.0,5.0,2.18
23254,5413,22146,2011,3.0,11.0,126.0,4.0,5.0,2.2
23255,5413,22147,2011,3.0,11.0,125.0,4.0,5.0,2.25
23256,5413,22148,2011,3.0,11.0,135.0,4.0,5.0,2.27
23257,5413,22149,2011,3.0,11.0,476.0,4.0,5.0,2.29
23258,5413,22150,2011,3.0,11.0,96.0,4.0,5.0,2.29
23259,5413,22151,2011,3.0,11.0,208.0,4.0,5.0,2.34
23260,5413,22152,2011,3.0,11.0,112.0,4.0,5.0,2.34
23261,5413,22693,2011,3.0,11.0,423.0,4.0,4.0,0.85
23262,5413,22694,2011,3.0,11.0,99.0,4.0,4.0,1.05
23263,5413,22695,2011,3.0,11.0,88.0,4.0,4.0,1.59
23268,5413,22261,2011,3.0,11.0,125.0,4.0,4.0,2.73
23270,5413,22263,2011,3.0,11.0,133.0,4.0,5.0,4.89
23271,5413,22264,2011,3.0,11.0,89.0,4.0,4.0,3.25
23272,5413,22133,2011,3.0,11.0,118.0,4.0,5.0,1.92
23273,5413,22134,2011,3.0,11.0,444.0,4.0,5.0,1.93
23274,5413,22135,2011,3.0,11.0,137.0,4.0,5.0,1.95
23275,5413,22136,2011,3.0,11.0,96.0,4.0,5.0,1.96
23276,5413,22137,2011,3.0,11.0,434.0,4.0,5.0,2.01
23277,5413,22138,2011,3.0,11.0,131.0,4.0,5.0,2.01
23278,5413,22139,2011,3.0,11.0,125.0,4.0,5.0,2.08
23279,5413,22140,2011,3.0,11.0,104.0,4.0,5.0,2.1
23282,5413,20736,2011,3.0,11.0,304.0,4.0,4.0,0.0
